state,rptdate,total,measure_type,measure,measure_n,measure_ina,measure_total,measure_total_not_ina,measure_pct,measure_pct_ina,state_name,claim_type,year,year_month,month,month_labs,date_school_closures,date_restaurant_closures,date_stay_in_place,notes_closures,date_min_covid,covid_color,monthly_weekly_ind,count_weeks,state_filter
NY,2020-04-04,347573,occ,mgmt,31306,59814,351478,291664,0.10733583849909485,0.17017850334871598,New York,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-18,2020-03-20,"March 16, 2020: The Governor issued an executive order directing all New York schools to close from March 19: April 1. March 18, 2020: The Governors of Connecticut, New York and New Jersey announced that the Governor of Pennsylvania is joining their coalition to implement a regional approach to combatting COVID-19. The Governors expanded their previous orders to include: Limiting crowd capacity for social and recreational gatherings to 50 people; Closing restaurants and bars for on premise service and move to take-out and delivery services only; and Temporary closing of movie theaters, gyms, and casinos. March 20, 2020: The Governor issued guidance on essential services under the New York State on PAUSE executive order, a ten-point policy to assured uniform safety for everyone signed on Friday, March 20 (effective March 22)",2020-03-16,After shutdowns,weekly,4,keep
NY,2020-04-11,399015,occ,mgmt,38934,55941,399015,343074,0.11348572028192168,0.14019773692718318,New York,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-18,2020-03-20,"March 16, 2020: The Governor issued an executive order directing all New York schools to close from March 19: April 1. March 18, 2020: The Governors of Connecticut, New York and New Jersey announced that the Governor of Pennsylvania is joining their coalition to implement a regional approach to combatting COVID-19. The Governors expanded their previous orders to include: Limiting crowd capacity for social and recreational gatherings to 50 people; Closing restaurants and bars for on premise service and move to take-out and delivery services only; and Temporary closing of movie theaters, gyms, and casinos. March 20, 2020: The Governor issued guidance on essential services under the New York State on PAUSE executive order, a ten-point policy to assured uniform safety for everyone signed on Friday, March 20 (effective March 22)",2020-03-16,After shutdowns,weekly,4,keep
VA,2020-03-21,44595,occ,mgmt,0,0,0,0,0,NaN,Virginia,Initial,2020,Mar 2020,3,Mar,2020-03-13,2020-03-17,2020-03-30,"March 13, 2020: The Governor ordered all K-12 schools in Virginia to close for a minimum of two weeks. March 17, 2020: The Governor and the Health Commissioner issued a Public Health Emergency Order to enforce a prohibition on more than 10 patrons in restaurants, fitness centers, and theaters. March 30, 2020: The Governor issued a “Stay at Home” executive order, effective until June 10. Violation of the order will be considered a Class 1 misdemeanor.",2020-03-13,After shutdowns,weekly,4,keep
VA,2020-03-28,108862,occ,mgmt,0,0,0,0,0,NaN,Virginia,Initial,2020,Mar 2020,3,Mar,2020-03-13,2020-03-17,2020-03-30,"March 13, 2020: The Governor ordered all K-12 schools in Virginia to close for a minimum of two weeks. March 17, 2020: The Governor and the Health Commissioner issued a Public Health Emergency Order to enforce a prohibition on more than 10 patrons in restaurants, fitness centers, and theaters. March 30, 2020: The Governor issued a “Stay at Home” executive order, effective until June 10. Violation of the order will be considered a Class 1 misdemeanor.",2020-03-13,After shutdowns,weekly,4,keep
VA,2020-04-04,144685,occ,mgmt,0,0,0,0,0,NaN,Virginia,Initial,2020,Apr 2020,4,Apr,2020-03-13,2020-03-17,2020-03-30,"March 13, 2020: The Governor ordered all K-12 schools in Virginia to close for a minimum of two weeks. March 17, 2020: The Governor and the Health Commissioner issued a Public Health Emergency Order to enforce a prohibition on more than 10 patrons in restaurants, fitness centers, and theaters. March 30, 2020: The Governor issued a “Stay at Home” executive order, effective until June 10. Violation of the order will be considered a Class 1 misdemeanor.",2020-03-13,After shutdowns,weekly,4,keep
VA,2020-04-11,102797,occ,mgmt,0,0,0,0,0,NaN,Virginia,Initial,2020,Apr 2020,4,Apr,2020-03-13,2020-03-17,2020-03-30,"March 13, 2020: The Governor ordered all K-12 schools in Virginia to close for a minimum of two weeks. March 17, 2020: The Governor and the Health Commissioner issued a Public Health Emergency Order to enforce a prohibition on more than 10 patrons in restaurants, fitness centers, and theaters. March 30, 2020: The Governor issued a “Stay at Home” executive order, effective until June 10. Violation of the order will be considered a Class 1 misdemeanor.",2020-03-13,After shutdowns,weekly,4,keep
MT,2020-03-07,829,occ,mgmt,0,0,0,0,0,NaN,Montana,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,Before shutdowns,weekly,2,keep
MT,2020-03-14,922,occ,mgmt,0,0,0,0,0,NaN,Montana,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,Before shutdowns,weekly,2,keep
MT,2020-03-21,16909,occ,mgmt,0,0,0,0,0,NaN,Montana,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,After shutdowns,weekly,3,keep
MT,2020-03-28,24067,occ,mgmt,0,0,0,0,0,NaN,Montana,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,After shutdowns,weekly,3,keep
MT,2020-04-04,26457,occ,mgmt,0,0,0,0,0,NaN,Montana,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-20,2020-03-26,"March 15, 2020: The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. March 20, 2020: The Governor announced measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state. March 26, 2020: The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.",2020-03-15,After shutdowns,weekly,3,keep
NJ,2020-03-21,103466,occ,mgmt,0,0,0,0,0,NaN,New Jersey,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-16,2020-03-21,"March 16, 2020: The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m. The Governor signed an executive order closing all schools in the state (for an unspecified period of time). March 21, 2020: The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice.",2020-03-16,After shutdowns,weekly,4,keep
NJ,2020-04-04,150428,occ,mgmt,0,0,0,0,0,NaN,New Jersey,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-16,2020-03-21,"March 16, 2020: The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m. The Governor signed an executive order closing all schools in the state (for an unspecified period of time). March 21, 2020: The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice.",2020-03-16,After shutdowns,weekly,4,keep
WY,2020-03-07,2576,occ,mgmt,0,0,0,0,0,NaN,Wyoming,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,Before shutdowns,weekly,2,keep
WY,2020-03-14,2496,occ,mgmt,0,0,0,0,0,NaN,Wyoming,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,Before shutdowns,weekly,2,keep
WY,2020-03-21,18557,occ,mgmt,0,0,0,0,0,NaN,Wyoming,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,After shutdowns,weekly,4,keep
WY,2020-03-28,31331,occ,mgmt,0,0,0,0,0,NaN,Wyoming,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,After shutdowns,weekly,4,keep
WY,2020-04-04,32576,occ,mgmt,0,0,0,0,0,NaN,Wyoming,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,After shutdowns,weekly,4,keep
WY,2020-04-11,24356,occ,mgmt,0,0,0,0,0,NaN,Wyoming,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-19,2020-03-25,"March 15, 2020, The Governor recommended that all schools remain closed until April 3. The recommendation must go to local superintendents and school boards who have final authority on the issue. March 19, 2020: The Wyoming Department of Health issued a public health order implementing emergency measures to close, restaurants, bars, theaters, gymnasiums, child care facilities, K-12 schools, colleges, universities, and trade schools, with certain exceptions. March 24, 2020: The Governor and State Health Officer ordered the state-wide closure of non-essential personal services, including salons; barber shops; cosmetology, electrology, and aesthetic services; massage parlors; and tattoo, piercing, and body art shops. The order will remain in effect until April 3. March 25, 2020: The Governor asked citizens to stay home when possible and limit travel to only essential trips.",2020-03-15,After shutdowns,weekly,4,keep
NE,2020-03-21,15666,occ,mgmt,0,0,0,0,0,NaN,Nebraska,Initial,2020,Mar 2020,3,Mar,2020-04-01,2020-03-16,2020-03-30,"March 16, 2020: The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis). March 30, 2020: The Governor announced extended statewide social distancing restrictions through April 30th. Gov press release, April 1, 2020: Schools statewide are directed to operate without students in their buildings through May 31, 2020.",2020-03-16,After shutdowns,weekly,4,keep
NE,2020-03-28,24533,occ,mgmt,0,0,0,0,0,NaN,Nebraska,Initial,2020,Mar 2020,3,Mar,2020-04-01,2020-03-16,2020-03-30,"March 16, 2020: The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis). March 30, 2020: The Governor announced extended statewide social distancing restrictions through April 30th. Gov press release, April 1, 2020: Schools statewide are directed to operate without students in their buildings through May 31, 2020.",2020-03-16,After shutdowns,weekly,4,keep
NE,2020-04-04,26539,occ,mgmt,0,0,0,0,0,NaN,Nebraska,Initial,2020,Apr 2020,4,Apr,2020-04-01,2020-03-16,2020-03-30,"March 16, 2020: The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis). March 30, 2020: The Governor announced extended statewide social distancing restrictions through April 30th. Gov press release, April 1, 2020: Schools statewide are directed to operate without students in their buildings through May 31, 2020.",2020-03-16,After shutdowns,weekly,4,keep
NE,2020-04-11,15944,occ,mgmt,0,0,0,0,0,NaN,Nebraska,Initial,2020,Apr 2020,4,Apr,2020-04-01,2020-03-16,2020-03-30,"March 16, 2020: The Governor announced new guidance which limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis). March 30, 2020: The Governor announced extended statewide social distancing restrictions through April 30th. Gov press release, April 1, 2020: Schools statewide are directed to operate without students in their buildings through May 31, 2020.",2020-03-16,After shutdowns,weekly,4,keep
NJ,2020-03-28,142270,occ,mgmt,0,0,0,0,0,NaN,New Jersey,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-16,2020-03-21,"March 16, 2020: The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m. The Governor signed an executive order closing all schools in the state (for an unspecified period of time). March 21, 2020: The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice.",2020-03-16,After shutdowns,weekly,4,keep
NJ,2020-04-11,184790,occ,mgmt,0,0,0,0,0,NaN,New Jersey,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-16,2020-03-21,"March 16, 2020: The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m. The Governor signed an executive order closing all schools in the state (for an unspecified period of time). March 21, 2020: The Governor signed Executive Order No. 107, directing all residents to stay at home until further notice.",2020-03-16,After shutdowns,weekly,4,keep
RI,2020-03-07,732,occ,mgmt,43,145,732,587,0.07325383304940375,0.19808743169398907,Rhode Island,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,Before shutdowns,weekly,2,keep
RI,2020-03-14,1091,occ,mgmt,40,272,1091,819,0.04884004884004884,0.24931255728689275,Rhode Island,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,Before shutdowns,weekly,2,keep
RI,2020-03-21,37171,occ,mgmt,2076,1810,37171,35361,0.05870874692457793,0.048693874256813104,Rhode Island,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,After shutdowns,weekly,4,keep
RI,2020-03-28,27599,occ,mgmt,1747,795,27599,26804,0.06517683927771974,0.028805391499692017,Rhode Island,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,After shutdowns,weekly,4,keep
RI,2020-04-04,28485,occ,mgmt,1803,645,28486,27841,0.06476060486333106,0.022642701678017272,Rhode Island,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,After shutdowns,weekly,4,keep
RI,2020-04-11,22870,occ,mgmt,1269,508,22871,22363,0.05674551714886196,0.022211534257356478,Rhode Island,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-16,2020-03-28,"March 15, 2020: The Governor announced guidance directing all child care centers in Rhode Island to close. She also announced that the Rhode Island Department of Education will be working with local school districts to make “grab and go” meals available to students while schools are closed. March 16, 2020: The Governor issued an executive order regarding restrictions for restaurants, bars, entertainment venues, and public gatherings. March 28, 2020: The Governor announced several state actions, including issuing a stay-at-home order until April 13.",2020-03-15,After shutdowns,weekly,4,keep
CA,2020-03-07,43563,occ,mgmt,0,0,0,0,0,NaN,California,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-15,2020-03-16,"March 15, 2020 – The Governor called for all bars, wineries, nightclubs and brewpubs to close and urged seniors and people with chronic health conditions to isolate themselves at home in a bid to contain the spread of the coronavirus. KTVU: Mar 12, 2020 - San Francisco Unified School District said the closure of more than 100 schools goes into effect on Monday. March 16, 2020 City and County of SF issued shelter in place order.",2020-03-15,Before shutdowns,weekly,2,keep
CA,2020-03-14,57628,occ,mgmt,0,0,0,0,0,NaN,California,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-15,2020-03-16,"March 15, 2020 – The Governor called for all bars, wineries, nightclubs and brewpubs to close and urged seniors and people with chronic health conditions to isolate themselves at home in a bid to contain the spread of the coronavirus. KTVU: Mar 12, 2020 - San Francisco Unified School District said the closure of more than 100 schools goes into effect on Monday. March 16, 2020 City and County of SF issued shelter in place order.",2020-03-15,Before shutdowns,weekly,2,keep
CA,2020-03-21,185300,occ,mgmt,0,0,0,0,0,NaN,California,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-15,2020-03-16,"March 15, 2020 – The Governor called for all bars, wineries, nightclubs and brewpubs to close and urged seniors and people with chronic health conditions to isolate themselves at home in a bid to contain the spread of the coronavirus. KTVU: Mar 12, 2020 - San Francisco Unified School District said the closure of more than 100 schools goes into effect on Monday. March 16, 2020 City and County of SF issued shelter in place order.",2020-03-15,After shutdowns,weekly,6,keep
CA,2020-03-28,1055800,occ,mgmt,0,0,0,0,0,NaN,California,Initial,2020,Mar 2020,3,Mar,2020-03-16,2020-03-15,2020-03-16,"March 15, 2020 – The Governor called for all bars, wineries, nightclubs and brewpubs to close and urged seniors and people with chronic health conditions to isolate themselves at home in a bid to contain the spread of the coronavirus. KTVU: Mar 12, 2020 - San Francisco Unified School District said the closure of more than 100 schools goes into effect on Monday. March 16, 2020 City and County of SF issued shelter in place order.",2020-03-15,After shutdowns,weekly,6,keep
CA,2020-04-04,913320,occ,mgmt,0,0,0,0,0,NaN,California,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-15,2020-03-16,"March 15, 2020 – The Governor called for all bars, wineries, nightclubs and brewpubs to close and urged seniors and people with chronic health conditions to isolate themselves at home in a bid to contain the spread of the coronavirus. KTVU: Mar 12, 2020 - San Francisco Unified School District said the closure of more than 100 schools goes into effect on Monday. March 16, 2020 City and County of SF issued shelter in place order.",2020-03-15,After shutdowns,weekly,6,keep
CA,2020-04-11,650152,occ,mgmt,0,0,0,0,0,NaN,California,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-15,2020-03-16,"March 15, 2020 – The Governor called for all bars, wineries, nightclubs and brewpubs to close and urged seniors and people with chronic health conditions to isolate themselves at home in a bid to contain the spread of the coronavirus. KTVU: Mar 12, 2020 - San Francisco Unified School District said the closure of more than 100 schools goes into effect on Monday. March 16, 2020 City and County of SF issued shelter in place order.",2020-03-15,After shutdowns,weekly,6,keep
CA,2020-04-18,523752,occ,mgmt,0,0,0,0,0,NaN,California,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-15,2020-03-16,"March 15, 2020 – The Governor called for all bars, wineries, nightclubs and brewpubs to close and urged seniors and people with chronic health conditions to isolate themselves at home in a bid to contain the spread of the coronavirus. KTVU: Mar 12, 2020 - San Francisco Unified School District said the closure of more than 100 schools goes into effect on Monday. March 16, 2020 City and County of SF issued shelter in place order.",2020-03-15,After shutdowns,weekly,6,keep
CA,2020-04-25,321798,occ,mgmt,0,0,0,0,0,NaN,California,Initial,2020,Apr 2020,4,Apr,2020-03-16,2020-03-15,2020-03-16,"March 15, 2020 – The Governor called for all bars, wineries, nightclubs and brewpubs to close and urged seniors and people with chronic health conditions to isolate themselves at home in a bid to contain the spread of the coronavirus. KTVU: Mar 12, 2020 - San Francisco Unified School District said the closure of more than 100 schools goes into effect on Monday. March 16, 2020 City and County of SF issued shelter in place order.",2020-03-15,After shutdowns,weekly,6,keep
ID,2020-03-07,947,occ,bussiness_financial_operations,0,0,0,0,0,NaN,Idaho,Initial,2020,Mar 2020,3,Mar,2020-03-23,2020-03-25,2020-03-19,"March 19, 2020: The Governor issued a mandatory isolation order for Blaine County. March 23, 2020: The Idaho State Board of Education directed all public school districts and charter schools to immediately start a “soft closure” of all classroom facilities through April 20. March 25, 2020 –The Governor issued a statewide stay-home order for the state of Idaho.",2020-03-19,Before shutdowns,weekly,2,keep
ID,2020-03-14,946,occ,bussiness_financial_operations,0,0,0,0,0,NaN,Idaho,Initial,2020,Mar 2020,3,Mar,2020-03-23,2020-03-25,2020-03-19,"March 19, 2020: The Governor issued a mandatory isolation order for Blaine County. March 23, 2020: The Idaho State Board of Education directed all public school districts and charter schools to immediately start a “soft closure” of all classroom facilities through April 20. March 25, 2020 –The Governor issued a statewide stay-home order for the state of Idaho.",2020-03-19,Before shutdowns,weekly,2,keep
ID,2020-03-21,12285,occ,bussiness_financial_operations,0,0,0,0,0,NaN,Idaho,Initial,2020,Mar 2020,3,Mar,2020-03-23,2020-03-25,2020-03-19,"March 19, 2020: The Governor issued a mandatory isolation order for Blaine County. March 23, 2020: The Idaho State Board of Education directed all public school districts and charter schools to immediately start a “soft closure” of all classroom facilities through April 20. March 25, 2020 –The Governor issued a statewide stay-home order for the state of Idaho.",2020-03-19,After shutdowns,weekly,4,keep
ID,2020-03-28,27180,occ,bussiness_financial_operations,0,0,0,0,0,NaN,Idaho,Initial,2020,Mar 2020,3,Mar,2020-03-23,2020-03-25,2020-03-19,"March 19, 2020: The Governor issued a mandatory isolation order for Blaine County. March 23, 2020: The Idaho State Board of Education directed all public school districts and charter schools to immediately start a “soft closure” of all classroom facilities through April 20. March 25, 2020 –The Governor issued a statewide stay-home order for the state of Idaho.",2020-03-19,After shutdowns,weekly,4,keep
ID,2020-04-04,22116,occ,bussiness_financial_operations,0,0,0,0,0,NaN,Idaho,Initial,2020,Apr 2020,4,Apr,2020-03-23,2020-03-25,2020-03-19,"March 19, 2020: The Governor issued a mandatory isolation order for Blaine County. March 23, 2020: The Idaho State Board of Education directed all public school districts and charter schools to immediately start a “soft closure” of all classroom facilities through April 20. March 25, 2020 –The Governor issued a statewide stay-home order for the state of Idaho.",2020-03-19,After shutdowns,weekly,4,keep
ID,2020-04-11,12693,occ,bussiness_financial_operations,0,0,0,0,0,NaN,Idaho,Initial,2020,Apr 2020,4,Apr,2020-03-23,2020-03-25,2020-03-19,"March 19, 2020: The Governor issued a mandatory isolation order for Blaine County. March 23, 2020: The Idaho State Board of Education directed all public school districts and charter schools to immediately start a “soft closure” of all classroom facilities through April 20. March 25, 2020 –The Governor issued a statewide stay-home order for the state of Idaho.",2020-03-19,After shutdowns,weekly,4,keep
MN,2020-03-21,116959,occ,bussiness_financial_operations,733,0,88874,88874,0.00824763147827261,0,Minnesota,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-25,2020-03-25,"March 15, 2020: The Governor signed Executive Order 20-02 authorizing the closure of all prekindergarten through grade 12 schools. This order also requires schools to provide care for elementary-age children of health care professionals, first responders, and other emergency workers during previously planned school days. March 25, 2020: The Governor signed Executive Order 20-20, directing residents to stay at home, and issued a list of activities for which it’s permissible to leave, such as for health and safety activities, necessary supplies and services, and for the care of others.",2020-03-15,After shutdowns,weekly,4,keep
MN,2020-03-28,111570,occ,bussiness_financial_operations,465,0,28136,28136,0.016526869491043504,0,Minnesota,Initial,2020,Mar 2020,3,Mar,2020-03-15,2020-03-25,2020-03-25,"March 15, 2020: The Governor signed Executive Order 20-02 authorizing the closure of all prekindergarten through grade 12 schools. This order also requires schools to provide care for elementary-age children of health care professionals, first responders, and other emergency workers during previously planned school days. March 25, 2020: The Governor signed Executive Order 20-20, directing residents to stay at home, and issued a list of activities for which it’s permissible to leave, such as for health and safety activities, necessary supplies and services, and for the care of others.",2020-03-15,After shutdowns,weekly,4,keep
MN,2020-04-04,113343,occ,bussiness_financial_operations,621,0,27781,27781,0.022353407004787443,0,Minnesota,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-25,2020-03-25,"March 15, 2020: The Governor signed Executive Order 20-02 authorizing the closure of all prekindergarten through grade 12 schools. This order also requires schools to provide care for elementary-age children of health care professionals, first responders, and other emergency workers during previously planned school days. March 25, 2020: The Governor signed Executive Order 20-20, directing residents to stay at home, and issued a list of activities for which it’s permissible to leave, such as for health and safety activities, necessary supplies and services, and for the care of others.",2020-03-15,After shutdowns,weekly,4,keep
MN,2020-04-11,93549,occ,bussiness_financial_operations,513,0,24218,24218,0.021182591460896853,0,Minnesota,Initial,2020,Apr 2020,4,Apr,2020-03-15,2020-03-25,2020-03-25,"March 15, 2020: The Governor signed Executive Order 20-02 authorizing the closure of all prekindergarten through grade 12 schools. This order also requires schools to provide care for elementary-age children of health care professionals, first responders, and other emergency workers during previously planned school days. March 25, 2020: The Governor signed Executive Order 20-20, directing residents to stay at home, and issued a list of activities for which it’s permissible to leave, such as for health and safety activities, necessary supplies and services, and for the care of others.",2020-03-15,After shutdowns,weekly,4,keep
